Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Resource_Index,Effort_Score,Challenge_Index
12,97,2,3,True,7,57,1,1,0,1,2,1,3,4,0,2,2,1,67,5,109,4
12,67,2,3,True,8,77,2,1,2,1,3,1,3,3,0,2,1,0,64,5,81,3
22,62,3,2,False,9,51,2,1,2,1,2,0,2,2,0,1,1,0,63,4,86,2
21,78,1,3,False,8,91,2,0,1,2,1,1,1,5,0,3,1,1,67,5,100,4
16,92,2,3,True,8,68,2,1,1,2,3,0,3,2,0,1,1,0,70,6,109,3
21,91,3,2,True,6,53,3,1,1,2,2,0,3,3,0,3,1,1,71,5,113,2
30,97,2,3,True,6,66,3,1,1,2,2,1,2,2,0,2,1,0,74,6,128,3
24,81,2,3,True,9,64,3,1,2,3,1,0,3,3,0,1,1,0,70,7,107,3
13,64,1,1,False,6,88,2,1,1,2,2,0,2,2,0,2,2,1,59,4,78,5
19,84,1,2,True,8,56,2,1,0,1,2,1,2,3,1,1,1,0,64,4,103,5
15,91,1,2,False,10,78,1,1,2,2,3,0,2,3,0,1,1,1,67,5,108,4
18,64,2,2,True,8,90,2,1,1,1,2,0,2,3,0,1,1,0,63,4,83,3
18,67,1,3,True,7,87,2,1,5,1,1,0,3,2,0,2,1,0,66,5,90,4
17,60,2,2,True,5,97,2,1,1,2,2,1,1,4,0,2,3,0,62,5,78,5
12,84,1,2,False,7,50,2,1,3,3,3,0,2,3,0,1,1,0,65,6,99,4
19,95,3,3,True,9,68,2,1,3,3,2,0,3,4,0,2,3,0,73,7,117,4
17,87,3,3,True,7,68,3,1,1,2,3,0,3,2,0,1,1,0,70,6,105,2
2,99,2,1,True,9,52,1,1,0,2,2,0,2,4,0,1,1,0,62,4,101,3
32,63,2,3,False,8,91,2,0,2,3,1,0,3,5,1,1,1,1,68,6,97,4
27,96,3,1,True,7,84,2,1,1,3,2,0,2,3,0,2,1,0,74,5,124,2
18,93,2,2,False,7,76,1,1,2,2,2,1,2,4,0,1,1,1,96,5,113,3
20,73,3,3,False,5,70,3,1,1,1,3,0,1,2,0,1,2,0,66,5,94,3
13,99,1,3,True,6,95,2,0,0,1,2,0,3,4,0,3,1,0,69,4,112,4
30,72,3,3,True,6,63,2,1,1,1,2,0,2,3,0,3,1,1,70,5,103,2
31,96,2,1,True,8,67,2,1,2,2,2,1,2,3,0,2,1,0,73,4,129,3
21,95,1,1,False,7,98,1,1,1,1,3,0,3,2,0,1,1,0,69,3,117,4
26,90,3,3,True,9,53,2,1,1,1,2,1,2,4,0,1,3,0,71,5,117,4
21,83,3,1,True,7,89,1,0,0,1,1,0,2,2,0,2,2,1,65,2,104,3
12,65,2,1,True,6,86,2,1,1,2,2,0,3,3,0,3,1,1,62,4,78,3
18,81,3,3,False,6,95,1,1,1,2,2,0,3,3,0,1,1,0,69,6,100,2
21,74,1,2,False,6,55,3,1,3,1,2,0,3,2,0,2,1,0,65,4,98,4
17,92,2,2,False,7,99,2,1,1,2,2,0,2,2,0,2,3,1,68,5,110,5
19,90,1,1,True,6,51,3,1,1,1,2,0,1,3,1,3,1,0,65,3,110,5
19,96,2,3,True,5,67,2,1,4,3,2,1,2,1,0,1,2,0,72,7,119,4
20,61,3,3,True,9,54,2,1,2,3,2,1,3,4,0,3,1,0,67,7,83,2
20,92,2,1,False,7,53,2,1,2,2,3,1,3,2,0,2,3,0,68,4,114,5
14,98,1,2,False,7,98,2,0,0,2,3,0,3,3,0,1,1,0,68,4,112,4
16,92,2,2,False,6,86,1,0,2,2,2,1,2,3,1,2,1,1,66,4,110,4
12,65,2,3,True,5,75,3,1,0,3,2,1,1,2,0,1,2,0,62,7,77,4
26,63,2,2,True,7,55,2,1,2,2,3,0,2,4,0,1,3,0,65,5,91,5
7,61,1,3,True,4,76,3,1,1,2,2,1,3,5,0,1,3,1,60,6,69,6
27,85,3,2,True,8,66,2,1,2,1,3,1,2,4,1,1,2,0,70,4,114,4
28,85,2,2,True,6,64,1,1,1,1,2,0,2,1,0,1,2,0,68,4,114,4
18,99,2,3,True,7,81,1,1,1,2,2,0,2,3,0,3,1,0,72,6,118,3
4,76,2,2,True,8,90,2,1,2,3,2,0,3,2,0,1,2,1,63,6,82,4
18,73,2,3,True,7,72,1,1,1,2,2,1,2,1,1,1,2,0,63,6,92,5
20,85,1,2,True,5,75,1,1,1,2,2,0,2,2,0,2,1,0,67,5,106,4
14,93,2,1,True,9,83,1,1,4,2,2,0,2,2,0,3,1,1,68,4,111,3
17,97,2,2,False,5,56,1,1,2,3,2,0,3,3,0,1,1,1,69,6,116,3
29,92,3,2,True,4,91,1,1,1,3,3,0,2,4,0,1,1,1,75,6,122,2
24,77,1,2,False,8,92,3,1,0,3,2,0,2,3,0,1,2,0,67,6,101,5
14,85,3,3,True,5,77,2,1,2,1,3,0,3,3,0,1,1,0,69,5,101,2
10,94,1,2,False,9,59,1,1,0,2,2,0,3,2,0,3,1,0,65,5,104,4
18,80,1,3,True,8,75,2,0,2,2,2,0,1,4,0,1,1,0,65,5,100,4
19,69,2,2,True,7,55,1,1,1,1,2,0,3,4,0,2,1,1,63,4,89,3
23,67,1,2,False,6,88,2,1,2,2,2,1,2,4,0,1,1,0,65,5,92,4
17,60,2,1,False,6,66,2,1,0,1,2,0,3,2,0,1,3,1,58,3,77,5
23,89,3,3,True,6,66,1,1,0,1,3,1,3,3,0,1,2,0,70,5,112,3
32,64,1,1,True,6,97,2,1,1,2,1,0,2,5,0,2,2,0,66,4,97,5
25,70,2,1,False,9,71,2,0,2,1,2,0,1,2,0,2,1,1,63,2,97,3
20,72,2,1,True,6,89,1,1,1,1,2,1,1,3,0,1,3,0,62,3,93,5
19,82,2,2,True,8,82,3,1,2,2,2,1,3,3,0,2,2,1,69,5,103,4
18,76,2,2,False,9,66,3,1,1,3,3,0,3,3,0,1,1,1,66,6,95,3
27,87,3,1,False,6,56,2,1,0,1,3,0,2,2,0,1,2,0,68,3,114,3
16,62,1,2,True,8,90,1,1,2,3,2,0,2,2,0,3,3,0,62,6,80,6
20,65,3,2,False,6,88,2,1,0,2,3,0,1,4,1,1,1,0,64,5,85,3
20,80,2,3,True,7,58,1,0,0,2,2,0,2,2,0,2,1,1,65,5,100,3
17,73,2,3,True,6,62,1,1,2,1,2,1,1,3,0,2,3,0,64,5,92,5
12,72,2,2,False,6,88,3,1,2,3,2,0,3,3,0,1,1,1,65,6,86,3
22,63,2,2,True,7,99,1,1,3,2,2,1,2,4,0,1,2,0,65,5,88,4
20,96,1,2,True,5,92,2,1,0,2,2,0,2,3,0,2,1,1,70,5,116,4
23,88,1,3,False,8,84,3,1,2,2,2,1,3,3,1,3,1,1,71,6,113,5
17,65,2,2,True,5,96,1,1,2,2,3,0,3,3,0,2,2,0,65,5,84,4
27,63,3,2,False,5,64,2,0,1,3,3,0,3,4,0,3,1,0,67,5,91,2
15,99,1,3,True,7,50,3,0,4,1,2,0,3,2,0,1,2,0,68,4,118,5
30,87,3,3,True,6,66,1,1,1,2,2,0,2,4,0,1,1,0,73,6,118,2
10,77,2,3,False,8,99,2,1,0,2,3,0,2,4,1,1,1,0,64,6,87,4
23,88,3,3,False,7,94,1,0,3,1,2,1,3,1,0,1,1,0,71,4,114,2
23,90,2,3,False,5,53,2,1,2,2,3,1,3,2,0,1,1,1,70,6,115,3
15,91,1,3,False,8,75,2,1,4,2,2,0,2,1,0,1,1,1,68,6,110,4
23,79,3,2,True,7,54,2,1,2,1,2,1,2,4,0,2,2,1,68,4,104,3
28,77,1,3,True,7,89,2,1,3,1,2,0,3,3,1,1,3,0,68,5,108,7
7,60,2,3,True,10,69,1,1,0,1,2,1,3,3,0,2,2,1,59,5,67,4
23,97,2,2,True,9,96,2,1,2,2,3,1,2,4,0,2,1,0,74,5,122,3
5,84,2,2,True,7,53,1,0,1,1,3,0,3,3,0,3,2,0,62,3,90,4
14,68,3,1,True,5,87,3,1,2,2,2,0,3,3,0,1,3,0,64,4,84,4
30,97,3,3,False,5,70,2,1,0,3,2,0,3,2,0,3,1,0,76,7,127,2
17,97,3,2,True,9,63,2,1,2,1,2,0,3,2,0,1,1,0,70,4,116,2
13,100,3,2,False,6,76,2,0,0,1,1,0,3,5,0,3,1,0,69,3,113,2
19,95,2,2,True,7,74,3,0,0,1,3,0,3,2,0,1,1,1,69,3,114,3
32,100,1,3,True,5,67,2,0,4,2,2,0,3,3,0,1,3,0,74,5,136,6
9,70,3,2,False,8,82,1,0,2,3,3,0,1,2,0,1,1,1,62,5,81,2
14,94,2,2,False,9,83,3,1,2,1,3,0,3,3,0,3,2,0,70,4,110,4
29,93,1,2,True,9,54,2,0,4,1,3,0,3,3,0,1,1,0,71,3,126,4
31,69,2,1,True,6,80,1,1,4,2,2,0,1,2,0,2,1,0,68,4,104,3
19,64,3,1,True,8,86,1,1,3,3,2,1,2,3,0,3,1,1,66,5,86,2
13,99,1,2,False,7,54,3,1,3,3,2,0,1,3,0,1,3,0,67,6,115,6
33,72,3,2,False,8,83,1,1,3,1,3,1,2,4,0,1,1,0,71,4,108,2
30,95,2,2,True,7,90,2,1,3,2,2,0,2,1,0,1,2,0,74,5,128,4
24,60,1,2,True,6,92,1,1,3,2,2,0,3,2,0,2,1,0,65,5,87,4
15,61,3,1,True,9,52,2,1,1,2,2,1,2,3,0,1,2,1,60,4,77,3
20,79,3,3,True,7,85,1,1,2,2,2,0,2,2,0,2,2,0,69,6,101,3
19,70,2,2,True,6,90,1,1,2,1,2,1,3,3,0,1,2,0,65,4,91,4
22,88,2,1,True,7,70,2,1,3,1,2,0,3,2,0,1,1,1,69,3,113,3
29,83,2,1,True,6,77,3,1,1,2,2,0,2,4,0,1,1,0,70,4,113,3
25,63,3,1,True,8,63,2,1,0,2,3,1,3,1,1,3,1,1,65,4,88,3
14,67,1,1,True,7,66,1,1,0,1,2,0,2,4,0,1,3,1,57,3,81,6
28,76,2,2,True,6,75,1,1,0,2,3,0,3,2,0,1,1,1,68,5,104,3
22,67,3,3,False,10,58,2,1,2,3,1,0,2,3,0,3,1,0,67,7,91,2
24,92,2,2,False,5,69,2,1,2,2,2,1,1,4,0,1,1,1,70,5,118,3
29,77,2,2,True,8,65,2,1,1,2,2,0,2,3,0,1,1,0,68,5,107,3
13,64,3,3,True,7,62,2,1,1,1,2,0,2,1,0,2,2,1,62,5,78,3
20,79,3,2,True,5,74,2,1,1,1,2,0,2,5,0,1,3,0,67,4,100,4
17,64,3,3,True,6,92,2,1,0,2,2,1,3,1,0,3,1,0,66,6,81,2
11,65,2,1,True,5,62,2,1,2,2,3,0,2,2,0,2,3,1,60,4,78,5
22,70,3,1,False,10,83,1,1,0,2,2,0,3,2,0,2,2,0,65,4,92,3
35,94,3,2,True,7,63,2,1,1,1,3,0,3,2,0,2,1,1,75,4,130,2
9,97,1,2,True,7,57,2,1,4,2,3,0,2,5,0,1,3,1,67,5,110,6
20,93,2,3,False,10,97,2,1,1,1,2,0,2,2,0,3,2,0,71,5,114,4
24,73,1,1,True,6,82,2,1,0,2,2,0,1,2,1,1,1,0,63,4,97,5
21,71,3,2,True,9,55,1,1,2,3,3,0,3,1,0,3,2,0,67,6,94,3
19,82,3,2,False,8,82,1,1,2,1,2,1,1,4,0,3,1,1,68,4,103,2
12,89,3,1,True,4,59,1,1,2,1,3,0,1,4,0,1,1,0,65,3,103,2
21,100,1,3,False,6,94,2,0,1,3,2,0,3,3,0,2,2,1,72,6,122,5
15,65,2,2,False,8,62,2,1,1,2,2,0,2,4,0,1,2,1,61,5,81,4
7,62,1,3,False,7,90,2,1,1,2,1,0,2,5,0,2,2,1,60,6,70,5
27,88,3,3,True,7,60,2,1,2,1,2,0,3,2,0,1,1,1,72,5,117,2
26,93,2,2,True,6,78,2,1,2,2,2,0,2,3,0,3,3,1,72,5,121,5
20,94,1,2,True,6,96,2,1,2,2,2,1,1,3,0,2,1,0,70,5,116,4
21,87,1,2,False,7,65,3,1,2,2,2,0,1,3,1,2,1,0,67,5,110,5
26,98,2,2,False,10,54,2,1,0,1,3,1,2,1,0,3,1,0,71,4,124,3
21,80,2,1,True,6,78,2,1,0,2,2,1,1,2,0,3,1,1,66,4,101,3
25,97,3,3,False,6,59,1,1,0,1,3,0,3,2,0,1,1,1,72,5,122,2
18,99,2,2,True,7,86,2,0,1,3,2,0,2,4,0,1,2,1,70,5,118,4
28,94,2,1,True,5,80,2,1,2,3,2,0,1,2,0,1,2,1,71,5,124,4
22,72,1,1,True,8,67,3,1,2,2,2,0,1,4,0,2,3,0,64,4,96,6
21,68,2,2,True,5,85,2,0,3,3,2,0,3,2,0,2,2,0,66,5,92,4
12,82,3,1,False,5,62,1,1,2,2,2,0,3,4,0,1,1,0,64,4,96,2
22,78,2,2,True,5,96,2,1,0,1,2,0,2,3,0,1,2,0,67,4,100,4
15,95,1,1,False,5,67,3,1,3,2,2,0,3,3,0,1,2,1,67,4,113,5
16,64,3,1,False,9,88,2,1,1,2,3,0,3,3,0,1,1,0,64,4,81,2
15,70,1,2,False,8,63,1,1,0,2,2,1,3,4,0,1,2,1,61,5,85,5
14,90,3,3,True,8,86,2,1,4,2,2,1,1,2,0,1,1,1,99,6,108,2
33,64,2,2,False,8,52,1,0,3,3,2,0,3,4,0,1,1,0,67,5,100,3
28,73,2,3,True,7,65,3,1,3,3,3,0,3,3,0,3,1,0,72,7,104,3
32,75,1,1,False,7,55,2,1,1,2,2,0,2,4,0,1,2,0,66,4,108,5
13,85,1,3,True,9,73,3,1,3,2,3,0,3,2,0,3,2,0,68,6,101,5
20,66,3,1,False,9,72,1,1,1,2,3,0,3,1,0,2,1,1,64,4,87,2
12,94,3,3,False,5,68,3,1,1,3,2,0,2,2,0,1,1,0,69,7,107,2
16,78,2,3,False,10,99,1,1,0,1,2,0,3,4,0,1,3,1,65,5,94,5
14,97,1,3,False,5,62,2,0,1,2,2,0,2,4,1,3,3,1,66,5,112,7
27,79,3,3,True,6,90,1,1,3,2,3,0,3,4,0,1,1,0,73,6,109,2
18,71,2,2,True,7,72,1,1,0,1,2,0,2,4,0,1,1,1,63,4,89,3
26,66,2,2,True,7,67,3,1,3,2,2,0,1,4,0,1,2,1,66,5,95,4
24,60,2,2,True,10,60,1,1,3,1,3,1,2,2,0,3,1,1,65,4,87,3
34,81,2,2,True,9,82,1,1,1,2,3,0,1,2,0,1,1,0,71,5,116,3
11,64,2,1,True,8,67,3,0,1,2,2,0,2,2,1,2,1,0,58,3,76,4
28,76,2,2,False,9,91,2,1,0,1,3,1,2,3,0,1,2,0,68,4,104,4
27,84,2,2,False,8,98,2,1,0,1,2,0,2,4,0,1,2,0,69,4,111,4
14,71,3,1,True,6,61,1,1,0,1,2,0,3,3,0,3,1,1,63,3,85,2
26,67,2,2,True,8,56,2,1,1,2,2,0,1,5,0,2,1,1,66,5,94,3
22,91,2,2,True,7,66,2,0,0,3,3,0,1,3,0,2,1,1,69,5,113,3
19,98,2,1,True,6,73,2,1,3,1,2,1,1,3,0,2,1,0,69,3,120,3
15,64,3,2,False,9,65,2,1,2,2,2,0,2,2,0,1,1,0,63,5,81,2
16,66,1,3,True,7,99,2,1,1,1,2,0,3,3,0,2,1,1,65,5,83,4
32,98,1,3,False,5,89,2,1,2,3,1,1,3,3,0,2,1,0,76,7,132,4
20,62,3,2,True,6,98,3,1,0,3,3,0,2,3,0,3,1,0,67,6,82,2
25,99,1,2,False,8,69,2,0,1,1,3,0,3,3,0,3,2,0,70,3,125,5
15,60,2,1,False,9,65,2,1,1,2,3,0,1,5,0,2,2,0,60,4,76,4
15,95,3,1,False,8,70,2,1,2,3,3,0,2,3,1,1,1,1,68,5,112,3
26,72,2,2,True,8,76,2,1,1,2,2,0,1,3,0,3,1,0,68,5,99,3
12,98,1,3,True,6,87,2,1,2,1,2,1,2,3,0,3,1,1,70,5,112,4
18,73,2,3,True,7,94,3,1,1,3,2,1,2,3,0,3,2,1,68,7,92,4
20,86,3,3,False,7,73,2,1,3,1,1,0,2,3,1,1,1,0,69,5,109,3
21,63,2,2,True,7,64,2,1,0,1,2,0,1,3,0,1,1,1,62,4,84,3
19,70,3,1,False,7,66,2,1,1,3,1,1,2,4,0,2,2,0,64,5,90,3
22,91,3,2,False,6,85,1,1,2,2,2,1,3,2,0,1,2,1,71,5,115,3
24,81,2,2,True,8,78,2,1,1,1,2,0,3,2,0,1,1,0,68,4,106,3
24,97,3,2,False,5,74,3,1,0,2,1,0,2,5,0,1,1,1,72,5,121,2
14,77,2,2,True,5,60,1,1,1,3,3,1,1,3,0,3,3,0,64,6,92,5
18,95,2,3,True,6,94,2,1,6,1,3,0,2,3,0,1,3,1,73,5,119,5
27,78,2,3,False,8,89,1,1,0,1,2,0,2,3,0,3,1,1,69,5,105,3
25,99,1,2,False,8,57,2,1,1,2,1,1,3,3,0,3,2,0,70,5,125,5
12,98,2,3,False,4,68,2,1,3,1,3,0,2,2,0,1,1,1,69,5,113,3
22,73,2,1,False,8,77,2,1,1,3,2,0,2,3,0,1,3,0,64,5,96,5
8,95,2,2,False,7,73,1,1,2,2,2,1,2,2,0,2,1,0,66,5,105,3
20,94,2,2,True,6,70,3,1,1,2,2,0,2,2,0,1,2,1,69,5,115,4
31,68,3,2,False,7,86,1,1,1,1,2,1,3,3,0,1,2,1,68,4,100,3
14,85,2,1,True,5,53,2,1,4,2,2,0,2,3,0,1,1,0,65,4,103,3
15,63,3,1,True,7,74,2,1,4,1,2,0,1,2,0,1,2,0,62,3,82,3
25,93,3,3,True,5,63,2,1,2,3,2,0,3,2,0,3,1,1,75,7,120,2
11,67,2,2,True,6,54,1,1,0,1,2,0,3,3,0,1,1,1,60,4,78,3
16,63,2,3,True,6,73,2,1,0,2,2,0,2,4,0,2,1,0,63,6,79,3
24,76,2,1,True,8,59,2,1,2,2,2,0,3,4,0,2,3,0,66,4,102,5
16,83,3,2,True,7,63,2,1,0,2,2,0,2,3,0,3,1,1,67,5,99,2
19,94,1,2,True,8,75,2,1,1,2,2,0,1,3,0,2,2,1,68,5,114,5
24,99,2,2,True,5,99,2,1,0,1,2,0,3,3,0,1,2,1,72,4,123,4
23,78,1,2,False,7,84,3,1,0,1,2,1,2,3,0,2,1,0,66,4,101,4
22,62,2,2,True,8,64,2,1,0,1,2,0,2,3,0,3,1,1,63,4,84,3
18,90,2,3,True,9,69,2,1,1,3,3,1,3,3,0,2,2,1,71,7,109,4
22,83,1,2,True,5,70,3,1,2,1,2,0,3,3,0,2,3,0,67,4,107,6
19,78,2,2,True,6,58,2,1,1,1,2,0,2,3,0,3,1,0,66,4,98,3
23,72,3,2,False,8,58,2,0,2,1,3,1,3,2,0,2,1,1,66,3,97,2
17,80,3,3,False,9,57,2,1,4,1,2,0,3,2,0,2,1,0,68,5,101,2
19,74,2,2,False,7,76,3,1,1,3,2,0,2,3,0,2,1,1,66,6,94,3
14,90,3,2,True,5,84,2,1,0,1,2,0,1,3,0,3,1,1,68,4,104,2
20,82,3,2,True,5,80,2,1,3,1,2,0,2,1,1,2,1,1,68,4,105,3
15,95,1,2,True,7,99,1,1,0,3,3,0,2,2,0,1,1,1,68,6,110,4
13,82,2,3,False,8,56,1,1,2,1,3,1,2,3,0,3,1,0,66,5,97,3
22,70,3,1,False,7,99,2,1,1,1,3,1,3,2,0,1,2,0,66,3,93,3
21,94,2,3,False,5,73,1,1,0,2,3,0,2,3,0,3,3,1,70,6,115,5
25,82,3,2,True,9,61,1,1,1,3,2,0,1,2,0,1,1,0,68,6,108,2
17,68,2,2,True,6,97,3,1,2,3,1,0,1,3,0,1,2,0,65,6,87,4
22,85,1,3,True,8,73,3,1,1,2,2,1,3,3,0,2,1,0,70,6,108,4
23,74,2,2,False,4,67,2,1,3,3,2,1,1,5,0,1,3,0,66,6,100,5
23,94,2,3,True,9,61,2,0,0,2,2,0,1,1,1,3,2,1,68,5,117,5
15,78,2,2,True,6,63,3,1,1,2,2,1,2,2,1,2,2,0,64,5,94,5
21,89,2,2,False,9,99,2,1,0,2,2,1,1,3,0,1,1,0,69,5,110,3
22,64,2,2,False,8,65,1,1,2,2,2,1,2,4,0,3,1,1,65,5,88,3
20,76,2,3,True,5,99,1,0,3,2,3,0,1,3,0,3,1,1,69,5,99,3
7,99,1,3,True,7,67,1,0,1,3,3,1,2,4,0,1,1,1,66,6,107,4
21,92,3,1,False,9,62,2,1,1,2,1,0,3,2,0,1,1,1,68,4,114,2
33,66,2,2,True,6,59,2,1,3,3,2,0,3,2,0,3,1,1,70,6,102,3
18,71,3,2,False,9,71,2,1,1,2,3,0,3,3,0,1,2,1,65,5,90,3
16,73,3,2,True,8,62,2,1,0,3,3,1,2,2,0,1,1,1,65,6,89,2
22,86,2,1,False,9,85,2,1,1,2,2,0,1,3,0,3,1,1,68,4,109,3
22,90,1,2,False,7,62,1,1,0,2,2,0,3,3,0,2,1,0,67,5,112,4
27,90,3,3,False,7,92,2,1,0,1,2,1,2,3,0,1,1,1,72,5,117,2
12,80,3,3,True,10,92,3,1,1,3,3,0,3,3,0,3,2,0,70,7,93,3
24,92,1,3,True,8,64,3,1,1,3,3,1,2,3,0,2,1,0,72,7,117,4
24,77,3,3,True,7,88,1,1,1,3,2,0,1,5,0,2,1,0,71,7,102,2
19,65,1,2,False,8,93,1,1,1,2,3,1,2,4,0,2,1,0,64,5,85,4
22,83,1,3,True,6,80,2,1,2,2,2,0,3,5,0,1,2,1,69,6,107,5
26,98,2,2,True,7,68,2,1,4,1,2,0,3,1,0,1,1,1,73,4,128,3
25,92,1,3,True,9,72,2,1,1,1,2,0,1,5,0,3,3,1,70,5,118,6
13,83,3,2,False,7,89,2,1,1,1,2,0,2,4,0,3,1,1,68,4,97,2
25,86,3,2,False,6,65,2,1,2,2,3,0,3,5,0,1,2,0,71,5,113,3
20,97,2,3,False,6,67,1,1,1,1,3,1,3,3,0,3,1,1,71,5,118,3
20,77,1,3,True,7,58,3,1,0,3,2,0,2,3,0,1,1,0,66,7,97,4
20,73,2,3,False,6,70,1,1,3,3,3,0,2,4,0,1,1,1,68,7,96,3
19,99,2,3,True,5,54,1,1,0,2,2,0,2,2,0,3,1,0,70,6,118,3
27,95,2,2,False,5,66,1,1,3,2,2,0,2,4,0,1,1,0,72,5,125,3
19,73,1,3,True,9,69,3,1,1,1,1,0,3,4,0,3,1,1,66,5,93,4
13,79,2,3,True,7,63,1,0,3,3,2,1,2,2,0,1,1,1,65,6,95,3
18,77,2,3,True,7,55,3,0,3,3,2,1,2,3,1,1,1,1,66,6,98,4
21,66,3,2,True,6,76,1,1,3,1,2,1,2,1,0,1,2,1,65,4,90,3
27,98,3,1,True,6,93,1,1,0,1,2,1,2,4,0,1,2,0,72,3,125,3
24,76,2,2,True,6,67,2,1,2,3,2,0,1,3,0,2,1,1,68,6,102,3
15,95,2,2,True,7,62,3,1,0,3,2,0,1,3,0,2,1,1,68,6,110,3
35,68,1,3,True,5,64,2,1,0,3,1,0,3,4,1,1,1,0,67,7,103,5
22,82,2,2,True,9,93,1,1,2,1,2,0,2,2,0,1,1,0,68,4,106,3
28,61,3,2,False,7,76,3,1,1,2,3,0,3,4,0,1,2,0,67,5,90,3
19,91,2,3,False,7,57,1,1,3,3,3,0,1,3,0,1,2,1,69,7,113,4
23,83,1,1,False,8,85,2,1,2,1,2,1,2,2,1,1,1,0,65,3,108,5
25,85,2,2,False,8,58,2,1,2,2,3,0,2,4,0,2,1,0,70,5,112,3
27,62,3,2,False,6,53,1,1,1,2,2,0,3,2,0,1,2,0,64,5,90,3
26,68,2,2,False,8,63,2,1,2,1,3,0,3,3,0,1,1,0,66,4,96,3
25,63,1,2,False,8,58,2,1,1,3,2,0,3,1,0,2,1,1,64,6,89,4
18,72,3,3,True,7,80,3,1,1,3,3,0,1,2,1,1,2,1,66,7,91,4
17,85,2,2,True,9,74,2,1,1,2,2,1,2,2,0,1,1,0,67,5,103,3
22,83,2,1,True,8,86,2,1,3,2,1,0,1,4,0,1,1,0,68,4,108,3
26,84,2,2,False,8,76,2,1,5,2,3,0,2,2,0,1,2,0,71,5,115,4
19,82,3,1,False,9,71,2,1,1,1,3,1,2,3,0,2,1,1,67,3,102,2
26,71,3,2,True,7,76,2,1,3,1,2,0,3,2,0,3,2,0,69,4,100,3
29,70,2,1,True,7,72,1,1,1,2,2,0,3,4,0,2,1,0,67,4,100,3
15,65,1,3,True,8,52,2,1,4,1,2,1,2,3,1,1,2,1,61,5,84,6
15,94,2,2,False,7,84,2,1,0,2,3,0,3,2,0,1,2,0,68,5,109,4
19,85,1,1,True,8,98,2,1,2,2,1,1,2,4,0,1,1,1,67,4,106,4
22,67,1,2,True,6,71,1,1,1,2,3,0,2,4,0,2,2,0,64,5,90,5
17,67,2,2,True,4,71,2,1,3,2,3,0,1,2,0,1,2,1,63,5,87,4
28,95,1,2,False,8,52,3,1,3,3,3,0,1,4,0,2,1,0,72,6,126,4
23,90,3,2,False,5,95,1,1,2,1,2,0,1,2,0,1,2,0,69,4,115,3
20,86,1,3,False,6,96,2,1,1,3,1,0,2,2,1,1,3,0,66,7,107,7
11,76,2,2,True,8,91,1,1,1,3,3,1,2,3,1,2,1,1,64,6,88,4
12,70,1,2,True,8,55,2,1,2,2,3,0,1,4,0,1,1,1,61,5,84,4
22,99,2,3,True,9,95,2,1,2,1,1,0,1,4,1,1,1,0,71,5,123,4
7,92,1,2,True,4,51,2,1,0,3,2,0,3,1,0,1,1,1,63,6,99,4
26,72,2,1,False,7,72,1,1,2,2,1,0,2,4,0,1,1,1,65,4,100,3
19,94,3,1,True,7,75,2,1,2,3,2,0,1,5,0,2,1,1,71,5,115,2
39,90,3,3,False,8,92,3,1,2,2,3,1,2,1,0,1,1,1,78,6,131,2
34,72,2,3,True,9,88,1,1,1,3,2,1,3,3,0,3,1,0,73,7,107,3
19,77,1,2,False,5,90,1,1,1,1,3,1,2,3,0,2,1,1,65,4,97,4
19,67,1,2,True,7,93,3,1,0,2,2,0,3,4,0,3,1,0,66,5,86,4
26,64,3,1,True,8,74,1,1,3,2,3,0,2,2,0,1,1,0,66,4,93,2
30,89,2,2,False,6,89,2,1,3,3,2,0,2,3,0,3,2,0,74,6,122,4
10,71,2,1,False,10,53,1,1,4,3,2,1,3,3,0,1,1,1,62,5,85,3
9,93,3,1,True,6,72,1,1,1,2,2,0,3,2,0,2,1,1,66,4,103,2
16,100,3,3,False,7,52,2,1,4,1,2,0,1,4,0,1,1,1,71,5,120,2
23,63,3,2,True,5,96,2,1,2,3,2,0,2,2,0,1,1,1,67,6,88,2
23,79,3,1,True,7,98,1,1,0,2,3,0,2,4,0,2,1,1,69,4,102,2
26,92,2,3,False,4,54,2,1,2,3,2,0,3,4,0,1,2,0,72,7,120,4
13,92,3,3,True,7,77,2,1,2,3,2,0,3,4,0,3,1,0,72,7,107,2
6,90,2,2,True,9,66,2,1,2,2,3,0,3,2,0,1,3,0,65,5,98,5
25,74,3,3,False,5,67,3,1,1,2,2,0,3,5,0,3,1,0,71,6,100,2
15,78,2,2,False,5,73,2,1,0,3,3,1,3,1,1,2,1,0,64,6,93,4
8,84,2,1,True,9,56,1,1,1,1,2,0,3,2,0,1,2,0,61,3,93,4
21,99,2,1,True,9,59,1,1,1,3,3,0,1,2,0,2,2,1,69,5,121,4
25,73,1,2,True,5,79,2,1,1,1,2,1,2,5,0,1,2,1,65,4,99,5
19,97,2,1,True,10,51,3,1,3,1,3,0,2,4,0,2,3,1,69,3,119,5
17,71,2,2,False,8,80,1,1,2,3,1,0,2,3,0,1,1,1,64,6,90,3
